iteration,stage,resolution,initial_family,seed_bandwidth,real_degrees_of_freedom,objective,valid,steps,critical_log_growth,characteristic_log_growth,cutoff_penalty,profile_shape_penalty,profile_path_penalty,peak_h_half_ratio,final_h_half_ratio,peak_l3_ratio,final_l3_ratio,peak_vorticity_ratio,characteristic_ratio,profile_scale_windows,first_profile_drift,latest_profile_drift,minimum_profile_drift,latest_profile_window_time,profile_stationarity_improving,search_score,peak_cutoff_fraction,max_divergence_defect,max_reality_defect,max_energy_balance_residual,max_cfl_bound,max_viscous_number,constrained_gradient_norm,gradient_relative_error,gradient_slope,line_angle,trajectory_count,pair_search_score,preliminary_cross_resolution_ok,refinement_eligible,start_index,search_track,selection_score
0,initial,coarse,wave-packets,3,684,0.018457090681664842,true,80,0.014270139496049472,0.049550413357558686,0.081140270450460836,0.065454119111320042,0.046633093629394884,1.0143724439905604,1.0143724439905604,1.0003981775572177,0.99646887786996319,1.1120480376724218,1.0507985651633287,4,9.8384110055032448,8.972906260597723,8.9548713100017014,0.035500000000000004,false,-0.21145942224217146,0.00084523012429319237,4.028295357552336e-16,9.7669784747790316e-17,7.3274719625260332e-15,0.2246510038970346,0.00075000000000000002,nan,nan,nan,0,1,nan,false,false,0,amplification,nan
0,fine-check,fine,wave-packets,3,684,0.021760743940411571,true,97,0.014298866985502872,0.04975017299356424,1.6224853148454155e-05,0.066479915863168385,0.047574841578255825,1.0144015847828156,1.0144015847828156,1.0003698897187689,0.99627021845147801,1.1362625597493095,1.0510084932691037,4,9.8380041755508802,8.9770270033269615,8.9770270033269615,0.035392217932280597,false,-0.20854095342079487,1.6224984772095857e-07,7.2284493075088872e-16,1.3887542199293331e-16,1.7708057242771247e-14,0.34999999999999998,0.0028185129688650338,nan,nan,nan,0,2,-0.21383855394442783,true,false,0,amplification,0.018457090681664842
1,gradient-check,coarse,wave-packets,3,684,0.018457090681664842,true,80,0.014270139496049472,0.049550413357558686,0.081140270450460836,0.065454119111320042,0.046633093629394884,1.0143724439905604,1.0143724439905604,1.0003981775572177,0.99646887786996319,1.1120480376724218,1.0507985651633287,4,9.8384110055032448,8.972906260597723,8.9548713100017014,0.035500000000000004,false,-0.21145942224217146,0.00084523012429319237,4.028295357552336e-16,9.7669784747790316e-17,7.3274719625260332e-15,0.2246510038970346,0.00075000000000000002,0.037974601354459153,1.1368463039295874e-05,0.16982758009405247,0,4,nan,false,false,0,amplification,nan
1,line-trial,coarse,wave-packets,3,684,0.037505083292836319,true,80,0.029786033090953731,0.087671383105872372,0.13579143159995669,0.078716825780228816,0.05962005902062513,1.0302340743683431,1.0302340743683431,1.0012967693260313,0.99909864374498036,1.1677163978058762,1.0916293352380413,8,8.5414259819395397,8.5731474579325795,8.2231327886958514,0.037500000000000006,false,-0.19903747994620816,0.0014544296547265034,3.7510161223279218e-16,2.0360658646746979e-16,8.992806499463768e-15,0.24760335234197431,0.00075000000000000002,0.037974601354459153,1.1368463039295874e-05,0.16982758009405247,0.12,5,nan,false,false,0,amplification,nan
1,accepted,coarse,wave-packets,3,684,0.037505083292836319,true,80,0.029786033090953731,0.087671383105872372,0.13579143159995669,0.078716825780228816,0.05962005902062513,1.0302340743683431,1.0302340743683431,1.0012967693260313,0.99909864374498036,1.1677163978058762,1.0916293352380413,8,8.5414259819395397,8.5731474579325795,8.2231327886958514,0.037500000000000006,false,-0.19903747994620816,0.0014544296547265034,3.7510161223279218e-16,2.0360658646746979e-16,8.992806499463768e-15,0.24760335234197431,0.00075000000000000002,0.037974601354459153,1.1368463039295874e-05,0.16982758009405247,0.12,5,nan,false,false,0,amplification,nan
1,fine-check,fine,wave-packets,3,684,0.043039072457784142,true,106,0.029836330756948398,0.088032496665871596,5.3319976125050495e-05,0.080324131250448794,0.061112334603233801,1.0302858940409054,1.0302858940409054,1.0012814964952823,0.99892940811024711,1.1901803286018857,1.0920236085779289,8,8.545208841044289,8.5667839755894803,8.3472039997113843,0.037458545526132751,false,-0.19362779469389799,5.3321397660242785e-07,6.1125314658586724e-16,1.7611555292007842e-16,1.9984014443252818e-14,0.34999999999999998,0.002672458684173728,nan,nan,nan,0,6,-0.20304276655899475,true,false,0,amplification,0.037505083292836319
1,start-selected,coarse,wave-packets,3,684,0.037505083292836319,true,80,0.029786033090953731,0.087671383105872372,0.13579143159995669,0.078716825780228816,0.05962005902062513,1.0302340743683431,1.0302340743683431,1.0012967693260313,0.99909864374498036,1.1677163978058762,1.0916293352380413,8,8.5414259819395397,8.5731474579325795,8.2231327886958514,0.037500000000000006,false,-0.19903747994620816,0.0014544296547265034,3.7510161223279218e-16,2.0360658646746979e-16,8.992806499463768e-15,0.24760335234197431,0.00075000000000000002,nan,nan,nan,0,6,-0.20304276655899475,true,false,0,amplification,0.037505083292836319
1,start-fine-validation,fine,wave-packets,3,684,0.043039072457784142,true,106,0.029836330756948398,0.088032496665871596,5.3319976125050495e-05,0.080324131250448794,0.061112334603233801,1.0302858940409054,1.0302858940409054,1.0012814964952823,0.99892940811024711,1.1901803286018857,1.0920236085779289,8,8.545208841044289,8.5667839755894803,8.3472039997113843,0.037458545526132751,false,-0.19362779469389799,5.3321397660242785e-07,6.1125314658586724e-16,1.7611555292007842e-16,1.9984014443252818e-14,0.34999999999999998,0.002672458684173728,nan,nan,nan,0,6,-0.20304276655899475,true,false,0,amplification,0.037505083292836319
1,selected,coarse,wave-packets,3,684,0.037505083292836319,true,80,0.029786033090953731,0.087671383105872372,0.13579143159995669,0.078716825780228816,0.05962005902062513,1.0302340743683431,1.0302340743683431,1.0012967693260313,0.99909864374498036,1.1677163978058762,1.0916293352380413,8,8.5414259819395397,8.5731474579325795,8.2231327886958514,0.037500000000000006,false,-0.19903747994620816,0.0014544296547265034,3.7510161223279218e-16,2.0360658646746979e-16,8.992806499463768e-15,0.24760335234197431,0.00075000000000000002,nan,nan,nan,0,6,-0.20304276655899475,true,false,0,amplification,0.037505083292836319
1,fine-validation,fine,wave-packets,3,684,0.043039072457784142,true,106,0.029836330756948398,0.088032496665871596,5.3319976125050495e-05,0.080324131250448794,0.061112334603233801,1.0302858940409054,1.0302858940409054,1.0012814964952823,0.99892940811024711,1.1901803286018857,1.0920236085779289,8,8.545208841044289,8.5667839755894803,8.3472039997113843,0.037458545526132751,false,-0.19362779469389799,5.3321397660242785e-07,6.1125314658586724e-16,1.7611555292007842e-16,1.9984014443252818e-14,0.34999999999999998,0.002672458684173728,nan,nan,nan,0,6,-0.20304276655899475,true,false,0,amplification,0.037505083292836319
